-14.9994
 -12.9766
 -10.9894
 -8.9750
 -7.0086
 -4.9900
 -2.9946
 -0.9918
 15.0194
 12.9970
 11.0101
 8.9960
 6.9945
 5.0113
 3.0160
 1.0133
